Ano Letivo;Nome;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP
2022;Aluno-476;Ágata;6,9;3;9;9,3;4,4;5,5;7,6;5;5,8
2022;Aluno-478;Ágata;6,7;3;8,5;9,1;5,6;4,9;7,1;5;5,7
2023;Aluno-279;Topázio;9;4;8,8;10;6,3;8,9;9,2;10;8,8
2023;Aluno-115;Ágata;6,3;4;8,8;7,1;5;4,2;7,2;5;7,3
2023;Aluno-143;Ametista;7,8;4;8,3;9,6;2,5;6,5;8,3;10;8,3
2022;Aluno-483;Quartzo;5,3;3;9;4,8;5;2,4;6,8;5;6
2022;Aluno-352;Ametista;7,8;3;9;8,1;5,6;7;8,4;10;6,4
2022;Aluno-786;Ágata;7;2;9;9,5;5,6;6,1;7,2;5;4,8
2022;Aluno-487;Topázio;8,4;3;7,5;9,7;7,5;9,6;9,3;5;6,8
2023;Aluno-128;Ágata;6,5;4;6,7;7,3;5;5,7;7,5;5;7,3
2023;Aluno-116;Ágata;6,4;4;6,7;7,6;5;4,7;7,5;5;8
2023;Aluno-42;Ágata;6,8;4;8,8;8,6;5,6;5,7;6,7;5;6,6
2023;Aluno-265;Ametista;7,1;4;8,3;8,7;0;7;7,9;10;8
2022;Aluno-516;Topázio;8,9;3;10;9,7;7,5;9,9;8,1;10;6,1
2022;Aluno-451;Ágata;6,4;3;9;6;6,3;6,1;6,9;5;5,7
2023;Aluno-132;Ametista;7,4;4;7,5;8,7;2,5;6,5;7,7;10;7,7
2022;Aluno-411;Ametista;7,2;3;6,4;8,6;7,5;7,1;7,8;5;6,1
2022;Aluno-750;Ágata;6,3;2;9,5;8,9;4,4;6,9;5,2;5;2,5
2022;Aluno-564;Quartzo;5;2;9,5;3,8;5;2,3;6,8;5;4,7
2023;Aluno-43;Ágata;6,5;4;7,9;6,7;5,6;5;7,6;5;7,5
2023;Aluno-71;Ametista;7,4;4;6,7;9,8;6,3;6,6;7,7;5;7,5
2022;Aluno-557;Topázio;8,3;2;10;8,4;7,5;9,4;9,3;5;6,3
2022;Aluno-415;Ametista;7,7;3;8;8,3;7,5;6,2;8,1;10;6,3
2022;Aluno-555;Quartzo;5,9;2;9,5;8,1;5;4,4;5,2;5;4,1
2022;Aluno-553;Ágata;6,4;2;9,5;6,9;6,9;3,3;8,2;5;5,8
2022;Aluno-419;Ametista;7,4;3;7,5;9,2;5,6;6,9;8,4;5;6,9
2023;Aluno-181;Ametista;7,7;4;9,6;8,3;2,5;6,8;8,3;10;8
2023;Aluno-186;Ametista;7,8;4;7,5;9,7;2,5;6,9;8,5;10;8
2023;Aluno-191;Ametista;7,3;4;0;9,7;2,5;7,8;8,5;10;8,1
2023;Aluno-458;Ágata;6,3;4;9,6;6,9;7,5;3,8;6,2;5;7,2
2022;Aluno-429;Quartzo;5,8;3;10;5,3;7,5;2,7;6,6;5;6,3
2022;Aluno-548;Ametista;7,3;2;8;9,1;6,9;7,2;7,6;5;5,3
2022;Aluno-547;Ametista;7,7;2;9,5;9,7;5;7,6;8,8;5;5,3
2023;Aluno-184;Topázio;8,4;4;7,9;9,5;7,5;7,1;8,5;10;8,6
2023;Aluno-204;Ametista;7,6;4;8,8;7,9;2,5;7,1;8;10;8,3
2022;Aluno-542;Ametista;7,2;2;8;9,8;6,3;6,5;7,4;5;5,3
2022;Aluno-540;Ametista;7,3;2;8,5;9,5;5,6;7;7,5;5;5,9
2023;Aluno-173;Ametista;7,8;4;9,2;8,5;6,3;8,1;7,9;5;8,1
2022;Aluno-441;Topázio;8,2;3;9;7,9;7,5;8;8,3;10;7,1
2022;Aluno-535;Ágata;7;2;9;9,2;7,5;5,1;6,9;5;6,1
2022;Aluno-530;Topázio;8,3;3;10;9;7,5;8,9;9,1;5;6,5
2022;Aluno-443;Ametista;7,5;3;9;9,1;7,5;5,6;8,5;5;7,1
2023;Aluno-90;Topázio;8,7;4;10;9,6;7,5;7,7;8,2;10;8,6
2022;Aluno-524;Ágata;6,9;3;0;9,4;5;9,1;8,1;5;5,8
2022;Aluno-432;Ágata;6,3;3;10;6,8;5;5,1;6,6;5;6
2023;Aluno-478;Ágata;6,4;4;6,7;7,3;2,5;4,4;7,3;10;7,2
2022;Aluno-339;Topázio;8,5;3;6,9;9,9;7,5;8,1;8,9;10;6,8
2023;Aluno-474;Quartzo;5,3;4;0;7,8;5;3,3;6,8;5;7,2
2023;Aluno-547;Ágata;6,5;3;0;9,1;2,5;6,2;9;5;8,8
2023;Aluno-535;Topázio;8;3;9;9,4;5;5,6;9;10;8,1
2022;Aluno-187;Ametista;7,9;4;8,8;8,9;7,5;5,8;7,9;10;7,5
2022;Aluno-186;Ametista;7,8;4;8,3;8,5;7,5;6,6;7,5;10;7
2023;Aluno-376;Ametista;7,1;3;8,5;9,6;2,5;5,9;8,2;5;7,9
2022;Aluno-184;Ametista;7,3;4;8,8;7,7;7,5;7,2;8;2,5;8,4
2023;Aluno-375;Ametista;7,1;3;0;9,9;5;7,9;8,3;5;8,5
2022;Aluno-191;Topázio;8,7;4;10;9,4;8,8;7,2;8,5;10;8
2023;Aluno-540;Topázio;8,2;3;8,5;8,8;5;7,1;9;10;9
2022;Aluno-174;Ágata;6,1;4;7,9;6,2;7,5;4,4;6;5;7,4
2022;Aluno-173;Ametista;7,8;4;8,3;9,2;6,9;7,9;9,2;2,5;7,7
2023;Aluno-476;Ágata;6,5;4;7,9;7;2,5;4,1;7,5;10;7,3
2023;Aluno-530;Ametista;7,7;3;10;8,8;5;5,7;7,5;10;7,7
2023;Aluno-516;Topázio;8,7;3;10;9,8;2,5;9,3;8,7;10;8,8
2023;Aluno-487;Topázio;9;3;8,5;9,9;5;9,5;9,3;10;9,2
2022;Aluno-143;Topázio;8,6;4;8,3;9,9;5,6;7,9;9,5;10;7,5
2022;Aluno-181;Topázio;8,6;4;9,2;9,5;8,8;6,8;8,5;10;8,4
2023;Aluno-578;Topázio;9;3;9;10;2,5;9,7;9,8;10;9,8
2023;Aluno-548;Ametista;7,4;3;9;9,1;2,5;7,4;8,3;5;8,3
2022;Aluno-204;Ágata;6,9;4;7,9;6,7;4,4;7,4;5,7;10;7,1
2022;Aluno-255;Quartzo;4,6;4;7,5;3,8;5;1,3;5,5;5;7,3
2022;Aluno-254;Ágata;6,7;4;10;7,4;5,6;5,3;6,9;5;7,2
2022;Aluno-253;Quartzo;4,3;4;9,2;3,6;5;1,8;3,8;5;5,4
2023;Aluno-655;Topázio;8,3;3;7,4;9,9;7,5;8,3;8,9;5;9,2
2023;Aluno-649;Ametista;7,6;3;9;9,3;3,8;6,5;8,8;5;8,8
2023;Aluno-451;Topázio;8,4;3;8,5;9,5;4,4;8,9;9,9;5;9,4
2023;Aluno-646;Topázio;8,4;3;10;8,9;7,5;8,4;8,8;5;9
2023;Aluno-555;Quartzo;5,9;3;7,4;8,1;2,5;3,9;6,9;5;6,2
2023;Aluno-616;Quartzo;5,6;3;0;6,6;5;6,8;6,8;5;5,8
2023;Aluno-584;Ametista;7,7;3;9,5;9;2,5;5,8;8,6;10;8,3
2022;Aluno-219;Quartzo;5,9;4;8,8;6,9;7,5;3,5;6,4;2,5;6,6
2023;Aluno-583;Ametista;7,8;3;9;9,4;7,5;6,3;8,6;5;8,3
2023;Aluno-389;Ágata;6,7;3;0;8,2;2,5;8,2;9;5;8,8
2023;Aluno-542;Ametista;7,8;3;9,5;9,7;5;6,3;9;5;8,8
2022;Aluno-209;Quartzo;4,5;4;0;4,8;5,6;6;3,8;5;5,2
2023;Aluno-557;Topázio;8,8;3;10;8,2;5;8,9;9,6;10;9,4
2022;Aluno-222;Quartzo;5,6;4;7,1;4,6;7,5;6,2;4,9;5;5
2022;Aluno-139;Quartzo;3,7;4;7,1;3,5;5;1,4;3,9;2,5;4,8
2022;Aluno-136;Ágata;6,5;4;10;6,3;7,5;4,6;6,7;5;7,3
2022;Aluno-135;Ametista;7,7;4;8,3;7,8;5,6;8,6;8,6;5;8,1
2023;Aluno-712;Ágata;6,3;3;9,5;5,6;3,1;6,7;6,8;5;7,5
2023;Aluno-581;Ametista;7,7;3;8;9,8;7,5;7,9;7,4;5;6,5
2023;Aluno-570;Ágata;6,8;3;8,5;7,3;3,8;5,9;8,1;5;8,1
2022;Aluno-45;Ametista;7,6;3;7,9;8,9;5,6;6,8;7,4;10;6,3
2023;Aluno-483;Ágata;6,4;3;9;6;2,5;5,6;8,2;5;7,9
2022;Aluno-43;Quartzo;5,5;3;6,3;6,5;5,6;4,3;6;5;4,5
2022;Aluno-42;Ágata;6,7;3;8,3;7,9;5,6;4,8;6,1;10;5,5
2022;Aluno-56;Topázio;8,4;3;10;10;7,5;7;8,2;10;6,1
2022;Aluno-37;Quartzo;5;4;0;5,4;5;5,9;5,2;5;7
2022;Aluno-35;Topázio;9;4;10;9,6;9,4;8,5;10;5;9,4
2022;Aluno-31;Topázio;8,8;4;10;9,5;9,4;8;10;5;8,6
2022;Aluno-28;Ágata;6,2;4;7,9;6,1;7,5;5;6,3;5;6,8
2022;Aluno-22;Ametista;7,5;4;8,3;7,4;8,1;6,7;8,8;5;7,8
2023;Aluno-680;Ágata;6,6;3;0;9,1;7,5;6,4;7,8;5;6,9
2022;Aluno-9;Topázio;8,1;4;8,8;9,5;7,5;6,7;9,5;5;8,3
2023;Aluno-750;Quartzo;5,7;2;9,5;7,7;3,1;3,4;6,3;5;4,4
2022;Aluno-36;Ametista;7,9;4;9,2;9;6,9;6,8;8,9;5;8,5
2023;Aluno-571;Ágata;6,6;3;9;7,9;3,8;5;7,6;5;7,3
2023;Aluno-714;Ágata;6,1;3;0;8;3,1;7,4;7,2;5;7,5
2022;Aluno-64;Ametista;7,4;3;7,1;8,1;8,1;7,5;8,2;5;6,2
2022;Aluno-132;Topázio;8,4;4;10;8,8;5,6;7,7;8,5;10;8,4
2022;Aluno-129;Ágata;6,9;4;6,7;6,4;7,5;6,7;7,8;5;8
2022;Aluno-128;Quartzo;5,6;4;0;6,2;7,5;5,6;6,2;5;7,5
2022;Aluno-122;Quartzo;5,1;4;7,9;3,4;7,5;1,8;5;10;5,2
2022;Aluno-120;Ágata;6,8;4;8,3;5,9;7,5;6,2;7,7;5;7,6
2022;Aluno-116;Ágata;6,9;4;5,8;8,1;6,3;5,9;7,8;5;8,3
2022;Aluno-115;Quartzo;5,9;4;8,3;6,8;6,3;3,8;5,6;5;7
2022;Aluno-108;Quartzo;5,5;4;4,6;7,7;5;5;6,1;2,5;5,3
2022;Aluno-102;Ágata;6,9;4;6,7;7,7;6,9;5,7;6;10;6,6
2022;Aluno-100;Ametista;7,6;4;8,8;7,8;5;7,6;7,2;10;7
2022;Aluno-99;Ágata;6,2;4;8,8;6,3;7,5;5;5,8;5;6,5
2022;Aluno-90;Topázio;9,4;4;10;9,7;9,4;8,5;9,8;10;8,6
2022;Aluno-77;Quartzo;3,8;4;7,1;2,7;5;0,7;4,6;5;4,9
2022;Aluno-71;Quartzo;4,3;4;7,9;2;7,5;1,2;5,8;5;4,6
2022;Aluno-68;Ágata;6,4;4;8,3;6;7,5;4;7,9;5;7,4
2022;Aluno-67;Quartzo;5,2;4;5,8;3;7,5;3,6;6,9;5;6,7
2023;Aluno-731;Ágata;6,8;3;8,5;7,6;3,1;6,8;7,4;5;7,5
2022;Aluno-256;Ametista;7,2;4;8,8;8,5;5;5,2;6,7;10;7,4
2022;Aluno-260;Ametista;7,4;4;10;8,2;7,5;5;6,5;10;7,1
2023;Aluno-524;Ametista;7,3;3;6,4;9,2;2,5;8,9;7,4;5;8,3
2023;Aluno-387;Quartzo;4,8;4;0;6,8;2,5;3;7;5;6,9
2022;Aluno-329;Ágata;6,3;3;7,4;6,9;4,4;5;5,8;10;5,8
2022;Aluno-274;Ametista;7,9;4;7,9;8,3;7,5;8,1;7;10;6,8
2023;Aluno-602;Topázio;8,6;3;10;9,6;7,5;8,1;9,5;5;8,8
2023;Aluno-386;Quartzo;5,8;4;9,2;7;2,5;3,3;6,6;5;7
2022;Aluno-299;Ametista;7,3;4;7,1;8,2;5;6,8;6,7;10;7,5
2022;Aluno-279;Topázio;8,8;4;9,2;9,9;6,3;9,1;8,2;10;8,1
2023;Aluno-364;Ametista;7,7;4;8,8;9;6,9;5,8;7,5;10;7
2022;Aluno-318;Ágata;6,5;3;8,3;6,9;6,9;5,8;6,1;5;7,2
2023;Aluno-388;Quartzo;5,6;4;0;7,4;5,6;4,2;7,8;5;6,9
2022;Aluno-281;Ágata;6,8;4;6,7;6,9;7,5;5,9;5,6;10;7
2022;Aluno-282;Ágata;6,6;4;8,8;6,8;7,5;4;5,6;10;6,9
2023;Aluno-347;Ametista;7,6;4;6,7;9,5;2,5;7,3;7,8;10;7,8
2023;Aluno-187;Ametista;7,8;4;7,5;9,9;2,5;6,9;8,3;10;8
2023;Aluno-609;Ágata;6,5;3;9,5;6,4;7,5;5,3;6,2;5;6,9
2022;Aluno-308;Ágata;6,9;4;7,9;7,4;6,9;5;6,2;10;7
2023;Aluno-352;Ametista;7,8;4;9,2;8,1;6,3;7,2;7,2;10;8
2023;Aluno-339;Ametista;7,4;4;0;8,9;7,5;7,1;8,3;10;7,8
2022;Aluno-305;Ágata;6,1;4;7,9;6,6;7,5;4,8;5,2;5;7,4
2023;Aluno-331;Ametista;7;4;9,6;8,6;2,5;5,2;6,8;10;7
2022;Aluno-303;Ágata;6;4;7,5;7,2;7,5;3,9;5,4;5;7
2023;Aluno-338;Topázio;8,3;4;8,3;9,1;7,5;6,7;8,4;10;8,6
2022;Aluno-301;Ágata;6,8;4;8,8;5,8;5,6;6,3;6;10;7,4
2023;Aluno-356;Ágata;6,5;4;9,2;8,5;2,5;3,4;6,5;10;6,1
2023;Aluno-359;Ametista;7,6;4;9,6;9,2;2,5;5,8;8,3;10;7,7
2023;Aluno-360;Quartzo;5,8;4;0;7,3;2,5;4,3;7,4;10;7,3
2022;Aluno-270;Topázio;8,2;4;8,3;8,4;6,9;7,9;8,1;10;8
2022;Aluno-331;Ágata;6,6;3;9;8,7;7,5;3,7;6,9;5;5,9
2023;Aluno-383;Ametista;7,5;4;9,2;8,8;3,1;6,5;7,5;10;7,5
2023;Aluno-260;Topázio;8,1;4;9,2;9,9;7,5;6,1;7,4;10;7,3
2022;Aluno-261;Ágata;6,8;4;8,8;7,2;5,6;5,8;7;5;8,6
2023;Aluno-470;Ágata;7;4;8,8;9,2;5;4,9;7,7;5;7,5
2022;Aluno-263;Quartzo;5,3;4;5,8;5,6;7,5;3,7;4,4;5;7,3
2022;Aluno-347;Ametista;7,9;3;9;10;5,6;8,5;8;5;6,4
2023;Aluno-465;Topázio;8;4;7,5;9,4;2,5;8,5;8,2;10;8
2023;Aluno-298;Ágata;6,8;4;9,6;8,6;2,5;5,5;7,8;5;7,5
2022;Aluno-265;Ametista;7,9;4;8,3;7,7;7,5;6,9;7,9;10;8,2
2022;Aluno-334;Ametista;8;3;6,9;9,2;4,4;8;8,7;10;6,9
2022;Aluno-266;Quartzo;6;4;7,5;5,8;5,6;6;6,6;2,5;7,6
2022;Aluno-344;Ametista;7,3;3;8,5;8,3;7,5;4,5;7,5;10;6,4
2022;Aluno-298;Ágata;6,4;4;9,2;6,3;5,6;5,2;5,4;10;5,4
2022;Aluno-338;Ágata;6,8;3;8,5;7,3;7,5;5,8;7,6;5;5,6
2022;Aluno-680;Ametista;7,5;2;9,5;8,8;7,5;7,4;7,8;5;5
2022;Aluno-33;Quartzo;5;4;0;4,6;7,5;4,8;6;5;6,7
2023;Aluno-493;Ametista;7,9;3;9,5;9,6;2,5;6;8,8;10;8,5
2022;Aluno-328;Ágata;6,8;3;10;7;7,5;5,3;7,5;5;5,9
2023;Aluno-529;Ametista;7,3;3;8;9,6;7,5;6,8;6,9;5;5,8
2023;Aluno-536;Ametista;7,8;3;8;9,3;2,5;5,9;9,2;10;8,3
2022;Aluno-656;Ágata;6,7;3;7,4;7,5;5,6;6,3;7,5;5;6,4
2023;Aluno-710;Ametista;7,1;3;9,5;9;3,8;6,5;7,1;5;7,1
2023;Aluno-166;Topázio;8,1;4;7,5;8,9;6,3;8,1;7,5;10;8,4
2022;Aluno-304;Ágata;6,4;4;8,8;7,7;7,5;4,3;5,5;5;7,7
2022;Aluno-536;Ametista;7,1;2;9,5;8,9;5,6;6;7,8;5;5,5
2022;Aluno-766;Topázio;8,2;2;10;9,5;7,5;8,7;8,3;5;6,5
2023;Aluno-479;Topázio;9;3;9;10;2,5;9,7;9,6;10;9,8
2023;Aluno-486;Ametista;7,1;3;8,4;6,4;2,5;6,2;8,8;10;7,5
2023;Aluno-613;Ágata;6,9;4;9,2;9,4;5;4,8;7,2;5;6,7
2023;Aluno-12;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-580;Topázio;8,5;3;8,5;9,8;7,5;9;8,7;5;8,8
2022;Aluno-529;Ágata;6,5;3;8,5;8,9;5;5,2;6,6;5;5,1
2023;Aluno-304;Ágata;6,2;4;0;8,8;5;5,7;7,8;5;7,8
2023;Aluno-707;Ágata;6,5;3;0;9,8;3,8;6,5;7,9;5;7,9
2023;Aluno-283;Ametista;7,5;4;8,3;9,5;7,5;6,8;7,5;5;7
2022;Aluno-12;Quartzo;4,8;4;0;4;6,9;1,5;6,4;10;7,3
2023;Aluno-463;Ágata;6,4;4;9,2;5,4;2,5;4;7,8;10;7,8
2022;Aluno-638;Ametista;7,1;3;8,5;9,3;7,5;3,9;6,3;10;6
2022;Aluno-111;Topázio;8,6;4;7,5;9,4;8,1;8;8,7;10;8,2
2022;Aluno-585;Ametista;7,4;3;8,5;9,1;7,5;5;6,9;10;6
2022;Aluno-343;Ágata;6,9;3;9,5;7,4;7,5;5,9;7,2;5;6
2022;Aluno-613;Topázio;8,1;3;9;9,2;7,5;9,2;8,6;5;5,5
2022;Aluno-615;Topázio;8,1;3;9,5;9,7;7,5;7,3;6,9;10;6,2
2023;Aluno-679;Ágata;6,1;3;7,5;7,5;5;3,6;7,4;5;6,9
2023;Aluno-418;Topázio;8,2;4;8,8;10;2,5;8,1;8;10;8,1
2022;Aluno-580;Ametista;7,5;3;8;9,6;7,5;7,6;7,2;5;5,7
2023;Aluno-471;Ágata;6,9;4;0;9;6,3;5;8,1;10;8
2022;Aluno-573;Topázio;8,3;3;9,5;9,9;7,5;8,2;8,9;5;7
2023;Aluno-766;Topázio;8;3;10;8,7;4,4;8,7;8,3;5;9,2
2022;Aluno-569;Ametista;7,1;3;9,5;8,7;5;6,8;7,3;5;5,9
2023;Aluno-615;Ametista;7,8;3;10;9,7;3,1;7,6;8,6;5;8,3
2022;Aluno-563;Topázio;8,2;2;10;9,2;7,5;8,5;8,8;5;6,5
2022;Aluno-560;Quartzo;4,9;2;6,9;7,2;5;3,8;3,8;5;2,5
2022;Aluno-618;Ametista;7,2;3;8,9;8,3;7,5;6,7;7,3;5;6
2022;Aluno-621;Ametista;7,4;3;9,5;7,7;7,5;7,5;8,2;5;5,2
2022;Aluno-710;Ametista;7,3;2;9,5;8,9;5;6,9;8;5;5,9
2022;Aluno-590;Ametista;7,4;3;8,5;8,6;7,5;7,4;7,6;5;5,8
2022;Aluno-103;Topázio;8,1;4;7,9;8,7;7,5;7,3;7,7;10;8,2
2022;Aluno-592;Ametista;7,4;3;8;8,5;5,6;8,4;7,8;5;6
2023;Aluno-638;Ametista;7,8;3;9;9,4;7,5;6,5;7,9;5;8,3
2022;Aluno-707;Ametista;7,7;2;10;8,1;6,9;8,5;8,1;5;5,7
2022;Aluno-633;Ametista;7,5;3;7,3;8,9;7,5;7,7;7,8;5;6,4
2022;Aluno-679;Ametista;7,2;2;9;8,2;7,5;6,3;7,8;5;5,9
2022;Aluno-151;Ametista;7,6;4;8,8;7,5;6,9;8,3;8;5;7,7
2023;Aluno-404;Ágata;6,7;3;7,9;8,3;5;6;6,9;5;6,9
2022;Aluno-285;Quartzo;5,1;4;9,2;4,1;7,5;2,8;5,8;2,5;6,4
2022;Aluno-471;Ágata;6,5;3;3,5;8,5;5;6,3;8,1;5;5,7
2022;Aluno-283;Ametista;7,1;4;9,6;8,8;7,5;5,6;6,6;5;6,9
2023;Aluno-592;Ametista;7,9;3;6,2;9,2;3,8;7,6;9;10;7,9
2022;Aluno-493;Topázio;8,3;3;10;9,4;7,5;7,2;8,3;10;5,7
2023;Aluno-103;Topázio;8;4;8,3;9,2;5;7,1;8,1;10;8,1
2022;Aluno-205;Quartzo;5,4;4;9,6;3,8;7,5;4,1;4,8;5;6,5
2023;Aluno-573;Ametista;7,8;3;9,5;9,8;5;6,6;8,4;5;8,5
2023;Aluno-563;Ametista;7,7;3;6,4;9,7;2,5;6,2;8,7;10;8,8
2023;Aluno-285;Quartzo;5,4;4;8,3;4,6;2,5;4,7;7,1;2,5;7,7
2022;Aluno-150;Ágata;7;4;9,6;6,3;6,9;6,9;7,3;5;7,5
2023;Aluno-618;Ágata;6,5;3;0;9,2;5;6,2;8;5;8,1
2022;Aluno-463;Ágata;6,4;3;10;7,8;7,5;2,5;7,4;5;6,1
2022;Aluno-486;Ametista;7,6;3;10;9,9;7,5;7,3;7,2;5;4,7
2023;Aluno-403;Ametista;7,7;3;8,5;8,8;6,3;7,8;8,4;5;7,3
2023;Aluno-656;Ágata;6,8;3;0;8,9;7,5;7,3;7,2;5;8,5
2022;Aluno-418;Topázio;8,2;3;8;9,4;7,5;7,5;8,2;10;6,3
2023;Aluno-633;Ágata;6,7;3;1,7;8,1;6,3;7,2;7,3;5;8,5
2022;Aluno-289;Ágata;6,2;4;0;7,8;6,3;6,8;7,2;5;7,1
2022;Aluno-500;Topázio;8,2;3;9;10;7,5;9,5;7,9;5;5,7
2023;Aluno-151;Ágata;6,9;4;0;7,8;7,5;7,9;8,2;5;8,6
2022;Aluno-479;Topázio;8,5;3;8;9,2;7,5;9,8;9,5;5;7,5
2023;Aluno-499;Ametista;7,9;3;7,9;10;2,5;6,6;8,3;10;8,8
2023;Aluno-500;Topázio;8,4;3;9,5;10;2,5;7,9;8,8;10;9
2023;Aluno-503;Topázio;8,5;3;9,5;10;2,5;8,7;8,3;10;8,8
2022;Aluno-166;Topázio;8,3;4;9,2;9;6,3;8,1;7,5;10;8,3
2023;Aluno-560;Quartzo;4,9;3;0;8,4;2,5;4;6;5;5
2023;Aluno-111;Ametista;7,6;4;7,5;8,7;5;6;8,1;10;7,7
2022;Aluno-499;Ametista;7,8;3;8,5;10;7,5;8,2;7,4;5;5,8
2022;Aluno-485;Quartzo;4,7;3;9,5;4;7,5;1,2;5,4;5;3,8
2023;Aluno-343;Ágata;6,8;4;9,2;7,2;6,3;5,7;6,9;5;7,7
2023;Aluno-205;Ágata;6,9;4;9,6;7,6;4,4;6,6;7,1;5;7
2023;Aluno-506;Ametista;7,8;3;9,5;8,1;5;8,5;7,9;5;9
2023;Aluno-590;Ametista;7,6;3;6,3;9,7;3,8;6,5;8,3;10;7,3
2022;Aluno-506;Ametista;7,1;3;9,5;7,3;7,5;7,2;7,3;5;5,4
2022;Aluno-403;Ametista;7,5;3;9,5;9,3;7,5;6,3;7,5;5;6,8
2022;Aluno-503;Ametista;8;3;8,5;10;7,5;8,8;7,5;5;6,4
2022;Aluno-404;Ágata;6,7;3;9;7,3;7,5;5,3;6,9;5;6,5
2023;Aluno-197;Ametista;8;4;8,3;9,8;2,5;7,2;8,5;10;8
2023;Aluno-1244;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1243;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1240;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1242;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1241;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1235;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-211;Topázio;8;4;9,6;9,4;2,5;7,1;8,7;10;7,7
2023;Aluno-1238;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1237;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-620;Ametista;7;3;6,8;8,4;7,5;6,2;7,5;5;6,9
2023;Aluno-1236;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-692;Ágata;6,6;3;7,4;7,7;7,5;4,6;7,4;5;6,7
2023;Aluno-730;Ametista;8;3;10;8,7;5;7,8;8,7;5;9,5
2023;Aluno-1234;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1233;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1232;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-713;Ametista;7,4;3;8;9,6;3,8;7,5;8,2;5;6,9
2023;Aluno-619;Ametista;7,9;3;9;7,1;3,8;9;8,1;10;7,7
2023;Aluno-1239;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1245;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1253;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1247;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1264;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-639;Ametista;7,6;3;7,4;8,1;6,3;6,3;7,6;10;8,1
2023;Aluno-215;Ametista;7,2;4;8,8;6,6;2,5;6,9;7,7;10;8
2023;Aluno-1263;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-696;Ametista;7,2;3;0;9,4;5;6,7;8,5;10;7,5
2023;Aluno-480;Topázio;8,2;3;10;9,7;7,5;7,9;8,3;5;8
2023;Aluno-502;Topázio;8,7;3;8,5;9,8;7,5;8;9;10;8
2023;Aluno-644;Ágata;6,9;3;10;5,6;7,5;5,9;7,5;5;8,5
2023;Aluno-698;Ametista;7,6;3;8,5;9,9;2,5;5,7;8,1;10;7,2
2023;Aluno-1262;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1261;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1260;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1259;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1258;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-504;Topázio;8,3;3;8;8,3;7,5;7,9;8,8;10;7,5
2023;Aluno-1257;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1256;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1255;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-657;Topázio;8,4;3;8,5;10;7,5;8,2;8,7;5;8,8
2023;Aluno-1254;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1231;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1252;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1251;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1250;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-522;Ametista;7,9;3;7,5;9,2;7,5;8,3;8,4;5;7,1
2023;Aluno-501;Topázio;8,1;3;7;8,4;7,5;8,9;9,4;5;8,5
2023;Aluno-1249;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
