Ano Letivo;Nome;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP
2023;Aluno-642;Topázio;8,4;3;9,5;9,2;6,3;6,5;9,2;10;8,8
2023;Aluno-1248;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1246;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1230;Ágata;6,1;0;0;8,3;2,5;6,6;8;10;7,2
2023;Aluno-586;Topázio;8,4;3;8;10;2,5;8,4;9,3;10;8,3
2023;Aluno-745;Ametista;7,7;3;9,5;9,3;3,8;7;8,9;5;8,1
2023;Aluno-778;Ametista;7,9;3;8,5;7,9;7,5;8,2;8,6;5;8,9
2023;Aluno-788;Ametista;7,8;3;7,9;9,8;2,5;6,9;8,3;10;7,7
2023;Aluno-421;Topázio;8;4;9,2;9,9;2,5;7,3;8,2;10;7,8
2023;Aluno-617;Ágata;6,8;3;0;9;7,5;6,9;8,1;5;7,7
2023;Aluno-767;Ametista;7,4;3;10;8,3;7,5;6,3;7,4;5;7,3
2023;Aluno-612;Topázio;8,4;3;9;9,7;3,8;9,7;9,3;5;9,1
2023;Aluno-44;Ágata;6,3;4;0;8,5;5;6,9;7,2;5;7,5
2023;Aluno-559;Ametista;7,9;3;10;9,4;5;7,4;8,5;5;9
2023;Aluno-772;Quartzo;5,9;3;0;7,2;7,5;4,8;8;5;6,9
2023;Aluno-781;Topázio;8,2;3;7,5;9,8;7,5;7,9;9,1;5;8,4
2023;Aluno-374;Ametista;7,5;4;8,8;8,3;5,6;5,4;7,9;10;7,7
2023;Aluno-722;Ametista;7,3;3;8,5;9,6;2,5;6,4;8,7;5;8,1
2023;Aluno-601;Topázio;9;3;9;10;7,5;8,7;8,3;10;9,1
2023;Aluno-797;Ametista;7,4;3;8,5;8,6;7,5;7,5;7,2;5;6
2023;Aluno-192;Ágata;6,6;4;8,8;6,2;5;6,5;7,4;5;7,2
2023;Aluno-810;Ametista;7,8;3;8;8,5;7,5;6,9;7,8;10;5,8
2023;Aluno-637;Topázio;8,1;3;8;9,5;7,5;8,5;8,2;5;8,3
2023;Aluno-121;Ágata;6,8;4;6,3;8,8;5;6;7,5;5;7,3
2023;Aluno-802;Topázio;8,1;3;8;9,3;7,5;9,4;7,5;5;8,3
2023;Aluno-342;Ametista;7,5;4;7,5;8,6;7,5;6,6;8,5;5;8
2023;Aluno-247;Ametista;7,2;4;0;8,5;7,5;7,2;7,5;10;8,3
2023;Aluno-160;Ágata;6,6;4;8,8;8,3;2,5;5;7,5;5;8,1
2023;Aluno-534;Quartzo;5,8;3;0;8,1;2,5;5,4;7,9;5;8,1
2023;Aluno-345;Ágata;6,5;4;8,8;6,8;6,3;4,6;7,2;5;8,1
2023;Aluno-528;Ametista;7,7;3;9;8,5;5;8,2;7,9;5;8,8
2023;Aluno-513;Topázio;8,3;3;9,5;9,7;2,5;7,5;9;10;8,5
2023;Aluno-159;Ágata;6,8;4;7,9;8,1;2,5;6,3;7,9;5;8,1
2023;Aluno-280;Topázio;8,2;4;6,7;9,5;7,5;6,5;8,7;10;8,3
2023;Aluno-377;Ametista;7,2;4;9,6;7,6;5;4,8;7,6;10;7,3
2024;Aluno-1660;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2023;Aluno-262;Quartzo;4,4;4;0;3,7;5;3,8;6;5;7
2023;Aluno-614;Topázio;8,2;3;9;9,1;7,5;8,6;8,6;5;8,3
2023;Aluno-717;Ágata;6,6;3;0;8,5;7,5;5,9;8,4;5;8,1
2023;Aluno-626;Ametista;7,2;3;9;9,2;4,4;6,5;7,6;5;7,3
2023;Aluno-721;Topázio;8,7;3;8,5;9,5;7,5;8,4;8,4;10;8,1
2023;Aluno-760;Ágata;6,5;3;0;8,8;7,5;6,3;7,8;5;7,1
2023;Aluno-450;Ágata;6,8;4;9,6;8,4;2,5;5,4;7,9;5;7,7
2023;Aluno-605;Ametista;7,7;3;9;9,5;7,5;6,8;7,8;5;7,3
2023;Aluno-604;Topázio;8,5;3;9;9,3;7,5;7,5;8,6;10;8,1
2023;Aluno-414;Ametista;7,3;4;0;9,5;7,5;6,5;7,6;10;7,8
2023;Aluno-401;Ágata;6,4;3;4;8,1;2,5;7,3;7,1;5;7,1
2023;Aluno-89;Ágata;6,7;4;8,3;8,1;5;5,1;7,5;5;7,3
2023;Aluno-588;Topázio;8,4;3;8;9,6;2,5;7,8;9,7;10;9
2023;Aluno-87;Topázio;8,7;4;7,5;10;5,6;9,3;8,4;10;8,1
2023;Aluno-96;Ametista;7,6;4;9,6;8,9;7,5;6,4;7,8;5;7,7
2023;Aluno-735;Ametista;7,2;3;0;9;7,5;8,1;8,4;5;8,3
2023;Aluno-525;Ametista;7,9;3;8;8,6;2,5;9,2;9,6;5;9
2023;Aluno-562;Ágata;6,8;3;0;8,5;2,5;8,7;8,9;5;8,5
2023;Aluno-591;Ametista;7,1;3;9;8,5;6,3;6,9;7,3;5;5,8
2023;Aluno-109;Topázio;8,3;4;8,3;9,9;7,5;8,3;8,6;5;8,8
2023;Aluno-549;Ametista;7;3;9,5;8,1;5;6,4;7,5;5;6,9
2023;Aluno-61;Ametista;7,4;4;8,3;7;6,3;6,2;7,5;10;8
2023;Aluno-277;Ametista;7,7;4;8,3;9,9;7,5;5,5;8,8;5;8,1
2023;Aluno-546;Ágata;6;3;0;7,2;2,5;5,7;9,2;5;8,8
2023;Aluno-306;Quartzo;5,7;4;0;7,9;6,3;4;7,5;5;7,3
2023;Aluno-667;Ágata;6,8;3;9;6,9;6,9;5,2;7,8;5;7,1
2023;Aluno-600;Ametista;7,7;3;8,5;8,4;7,5;7,2;8,1;5;8,3
2023;Aluno-239;Ágata;6,4;4;0;8,4;5;7;7,6;5;8,1
2023;Aluno-217;Ágata;7;4;8,3;8,6;2,5;5,6;8,5;5;8,4
2024;Aluno-548;Ametista;7,2;5;9,2;7,6;7,5;6,7;5,6;10;5,9
2023;Aluno-1267;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2024;Aluno-57;Ametista;7,4;3;9,6;6;6,9;6,2;7,4;10;8,6
2024;Aluno-56;Topázio;9,1;3;10;9,3;10;7,7;9,2;10;8,4
2024;Aluno-45;Topázio;8,7;3;7,5;9,6;9,4;8;8,3;10;8,8
2024;Aluno-92;Topázio;8,1;3;10;8,8;7,5;7,5;6,3;10;7,8
2024;Aluno-40;Ametista;7,1;3;7,1;7,2;8,1;5,3;6,3;10;8,1
2024;Aluno-80;Topázio;8,1;3;8,8;7,9;8,1;7;7,9;10;8,8
2024;Aluno-175;Topázio;8;5;10;9,5;6,3;8,5;7,8;5;7,5
2024;Aluno-81;Topázio;8,3;5;9,2;9,3;6,3;7,5;7,8;10;7,9
2024;Aluno-58;Topázio;8,8;3;9,6;9,8;7,5;7,3;8,6;10;9,1
2024;Aluno-94;Topázio;8,6;5;10;9,7;6,3;8;8,2;10;8,4
2024;Aluno-91;Ametista;7,4;5;10;7,5;5,6;7,3;8,1;5;7,9
2024;Aluno-112;Topázio;8,1;5;7,1;8;7,5;8;8;10;8
2024;Aluno-123;Ágata;6,9;5;7,5;8,4;5,6;7,2;6,4;5;6,7
2024;Aluno-106;Ametista;7,7;5;9,2;8,8;5,6;5,7;7,9;10;7,8
2024;Aluno-42;Ametista;7,7;5;9,2;9,7;5,6;8,2;7,1;5;6,8
2024;Aluno-132;Topázio;8,5;5;8,3;8,4;7,5;8,3;8,4;10;8,6
2024;Aluno-280;Topázio;8,8;3;7,9;9,9;6,3;9,3;8,7;10;8,3
2024;Aluno-279;Topázio;9,1;3;9,2;10;7,5;9,3;8,7;10;8,3
2024;Aluno-167;Topázio;8;5;8,8;9,5;6,3;8,2;8,3;5;8,4
2024;Aluno-278;Topázio;8,9;3;9,2;9,9;7,5;9,3;7,9;10;8,1
2024;Aluno-78;Topázio;8,2;3;8,8;8;8,8;7,5;7,4;10;8,4
2024;Aluno-64;Topázio;8,7;3;10;9;8,1;8,2;8,3;10;8,4
2024;Aluno-277;Topázio;8,1;0;8,3;9,7;6,6;6,9;7,5;10;7,5
2024;Aluno-98;Topázio;8,6;0;9,6;9,5;7,2;8,9;7,5;10;7,5
2024;Aluno-1229;Quartzo;4,8;0;9,2;0;6,6;0;7,5;10;7,5
2024;Aluno-1228;Quartzo;4,9;0;8,8;0;7,5;0;7,5;10;7,5
2024;Aluno-245;Topázio;8,5;0;9,2;10;6,9;8;7,5;10;7,5
2024;Aluno-1227;Quartzo;4,8;0;8,8;0;7,2;0;7,5;10;7,5
2024;Aluno-52;Topázio;8,1;0;8,8;9,4;6,9;7,2;7,5;10;7,5
2024;Aluno-242;Topázio;8,3;0;9,6;9,6;6,3;7,7;7,5;10;7,5
2024;Aluno-87;Topázio;9,4;3;8,8;9,6;9,4;9,2;9,6;10;9,4
2024;Aluno-241;Topázio;8,3;0;10;9,9;7,2;6,8;7,5;10;7,5
2024;Aluno-93;Topázio;8,3;0;9,2;9,9;6,3;7,5;7,5;10;7,5
2024;Aluno-1226;Ametista;7,8;0;8,3;9;6,9;6,1;7,5;10;7,5
2024;Aluno-153;Quartzo;4,8;0;8,8;0;6,6;0;7,5;10;7,5
2024;Aluno-76;Topázio;8,2;0;10;9;6,9;7,1;7,5;10;7,5
2024;Aluno-270;Quartzo;4,8;0;9,2;0;6,3;0;7,5;10;7,5
2024;Aluno-90;Topázio;8,4;0;10;9;6,9;8,1;7,5;10;7,5
2024;Aluno-1230;Quartzo;4,8;0;7,9;0;7,2;0;7,5;10;7,5
2024;Aluno-48;Topázio;8,4;3;7,9;8,3;9,4;7,5;8,2;10;8,6
2024;Aluno-119;Topázio;8,1;0;7,1;10;6,6;7,4;7,5;10;7,5
2024;Aluno-157;Topázio;9;3;8,3;10;6,3;9,7;8,7;10;8,1
2024;Aluno-251;Ágata;6,7;3;8,8;8,6;5,6;4,5;7,3;5;6,9
2024;Aluno-299;Topázio;8,2;3;8,8;9;6,3;8,2;7,5;10;7,5
2024;Aluno-111;Topázio;8,7;5;9,2;9,5;6,3;8,3;8,7;10;8,1
2024;Aluno-186;Topázio;8,3;5;7,9;9,6;6,3;7,2;8,7;10;8,1
2024;Aluno-192;Ágata;6,9;5;8,3;6,4;7,5;7,2;6,9;5;7,1
2024;Aluno-215;Ametista;7;5;7,1;6,5;6,3;5,7;7,4;10;8
2024;Aluno-115;Quartzo;5,4;5;7,9;4,2;6,3;4,2;5,7;5;6,8
2024;Aluno-189;Topázio;8,6;5;10;10;6,3;8,2;8,2;10;6,9
2024;Aluno-110;Topázio;8,6;5;9,2;9,7;6,3;8,5;8,5;10;7,5
2024;Aluno-211;Topázio;8,3;5;9,6;9,4;7,5;7;7,9;10;7,2
2024;Aluno-176;Topázio;8,8;4;9,6;9,5;6,3;8,8;8,5;10;8,6
2024;Aluno-121;Ametista;7,5;5;8,8;8,2;6,3;8,8;6,8;5;7,2
2024;Aluno-180;Topázio;8,8;5;9,2;9,4;7,5;8,5;8,7;10;8,1
2024;Aluno-178;Ametista;7,2;5;9,6;8,7;6,3;4,2;6,5;10;7,6
2024;Aluno-103;Topázio;8,8;5;8,3;9,6;6,3;9,2;8,9;10;7,9
2024;Aluno-217;Ametista;7,4;5;8,3;8,9;6,3;7,8;7;5;7,1
2024;Aluno-116;Ágata;6,3;5;8,3;7,5;5,6;4,5;6,7;5;6,9
2024;Aluno-170;Ametista;7,6;6;9,2;8,5;5,6;8;8;5;7,6
2024;Aluno-454;Quartzo;5,9;6;9,6;6,6;6,3;3,7;5,8;5;5,4
2024;Aluno-459;Ametista;7,2;5;7,9;8,5;5,6;4,7;7,4;10;7,8
2024;Aluno-181;Ametista;7,4;5;7,5;8,7;6,3;4,3;8,4;10;7,6
2024;Aluno-193;Topázio;8,5;4;8,8;9,8;6,3;7;8,8;10;8,4
2024;Aluno-195;Topázio;8,5;4;7,5;9,7;6,3;7,8;9;10;8
2024;Aluno-196;Topázio;8,8;4;8,8;9,7;7,5;8;8,9;10;8,8
2024;Aluno-308;Ametista;7,5;4;7,1;8,7;5,6;6,5;7,1;10;7,5
2024;Aluno-306;Ágata;6,2;4;7,9;7,7;7,5;2,8;6,4;5;7,3
2024;Aluno-158;Ágata;6,9;4;8,3;7,8;6,3;4;6,7;10;6,9
2024;Aluno-165;Topázio;8,5;3;7,5;9,4;7,5;8,5;7,9;10;8
2024;Aluno-164;Ágata;6,8;3;9,6;8,1;6,3;5,7;6,9;5;6,2
2024;Aluno-161;Ametista;7,3;3;8,8;8;6,3;4;7,8;10;8
2024;Aluno-160;Ágata;6,9;3;8,3;7,4;6,3;5,7;7,7;5;7,3
2024;Aluno-274;Topázio;8,7;3;8,3;9,6;5,6;9,3;8,2;10;8,1
2024;Aluno-318;Ametista;7;3;7,9;9,1;7,5;4,7;7,4;5;7,3
2024;Aluno-113;Ametista;7;3;8,8;7,1;7,5;6,7;7,1;5;7,5
2024;Aluno-267;Quartzo;5,9;3;10;8,3;6,3;2;6,3;5;4,6
2024;Aluno-244;Topázio;8,7;3;7,5;10;6,3;9,5;8,2;10;8,1
2024;Aluno-138;Ametista;7,4;3;9,6;8,8;7,5;5,8;7,4;5;7,7
2024;Aluno-137;Ágata;6,6;3;9,6;7,6;5;6,8;6,3;5;4,8
2024;Aluno-131;Ametista;7,3;3;8,8;9,4;7,5;5;7,4;5;7,7
2024;Aluno-184;Topázio;8,5;5;8,8;8,7;6,3;8,2;9;10;8
2024;Aluno-107;Ágata;6,7;5;7,5;8;7,5;4,7;7;5;7,5
2024;Aluno-202;Ametista;7,4;4;8,3;7,9;6,3;7,5;7,8;5;7,7
2024;Aluno-197;Topázio;8,6;4;7,5;9,8;6,3;8,3;8,8;10;8
2024;Aluno-172;Topázio;8,1;0;8,8;9,8;6,6;6,9;7,5;10;7,5
2024;Aluno-283;Ametista;7,9;5;8,8;9,8;6,9;8;7,7;5;7,8
2024;Aluno-86;Ametista;7,6;0;6,7;9,7;6,6;5,5;7,5;10;7,5
2024;Aluno-166;Topázio;8,2;0;8,3;9,2;6,6;8,3;7,5;10;7,5
2024;Aluno-1644;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1643;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1235;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1258;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1642;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1266;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1641;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1640;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1645;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1639;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1268;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1638;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1637;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-39;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-38;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-173;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-96;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-27;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1260;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1225;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1646;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1237;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1252;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1659;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1658;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1657;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1267;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1238;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1231;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1232;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1647;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1233;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1656;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1654;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1653;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1652;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1651;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1650;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1649;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1648;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1254;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-36;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-88;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1636;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1263;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1264;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1251;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1239;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1249;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1240;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1241;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1250;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1262;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1242;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1244;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1245;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1246;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1248;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1633;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1234;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1236;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-191;Ametista;7,8;0;7,5;9,6;5,9;6,4;7,5;10;7,5
2024;Aluno-1634;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1261;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1259;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1257;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-35;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-12;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1269;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-31;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-7;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-6;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1272;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-25;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-2;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-23;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1274;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1270;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1271;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1635;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1253;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-13;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1255;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-1256;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2024;Aluno-143;Ametista;7,4;0;10;9,9;6,9;2,6;7,5;10;7,5
2024;Aluno-421;Topázio;8,5;5;8,8;9,5;7,5;6,7;8,6;10;9,1
2024;Aluno-305;Ágata;6,7;5;8,3;7,9;6,3;4,8;7;5;7,8
2024;Aluno-273;Ágata;6,6;5;9,2;7,3;6,3;4,5;6,9;5;8,1
2024;Aluno-487;Topázio;9,4;4;9,2;9,4;9,4;9,7;9,2;10;9,1
2024;Aluno-1143;Quartzo;5,9;4;9,6;5,2;9,4;3,2;6,8;2,5;7
2024;Aluno-496;Ágata;6,7;4;10;5,3;6,3;5,7;6,2;10;6,7
2024;Aluno-590;Ágata;6,7;3;8;8,5;6,3;4;7,7;5;7,5
2024;Aluno-802;Ametista;7,8;3;7,5;7;7,5;8,8;6,7;10;8,3
2024;Aluno-638;Ágata;6,7;3;8,5;5,7;7,5;5;5,9;10;8,1
2024;Aluno-637;Ametista;7,7;3;7,5;6,2;7,5;7,8;7,8;10;8,3
2024;Aluno-797;Ágata;6,6;3;9,2;4,8;7,5;7,2;6,7;5;6,7
2024;Aluno-1076;Ametista;7,5;4;8,3;7,8;8,1;6,3;6,5;10;7
2024;Aluno-781;Topázio;8,5;3;8;9,8;7,5;7,2;8,5;10;8,4
2024;Aluno-1495;Topázio;8,5;3;9;8,3;7,5;8,2;8,2;10;8,8
2024;Aluno-612;Topázio;9,1;3;8;9,5;6,3;9,8;9,4;10;9,7
2024;Aluno-600;Ametista;7,8;3;8;8;7,5;7,5;7,2;10;7,5
2024;Aluno-591;Ágata;6,8;4;7,4;7,9;6,3;7,5;6,5;5;5,8
2024;Aluno-778;Topázio;8,1;4;10;8,1;7,5;7;7,7;10;7,5
2024;Aluno-745;Topázio;8,6;3;9;10;6,3;8,5;8,2;10;7,5
2024;Aluno-730;Topázio;8,5;3;8;7,2;6,9;9,5;8,7;10;9,2
2024;Aluno-581;Ametista;7,1;4;7,4;8,2;5,6;8,8;6,2;5;6,6
2024;Aluno-788;Ametista;7,9;3;8,4;9,5;6,3;5,8;7,8;10;8,4
2024;Aluno-580;Ametista;7,9;4;9;8,9;7,5;9,2;7,2;5;7
2024;Aluno-546;Quartzo;5,7;4;5,8;3,8;8,1;4,7;5,5;10;5,2
2024;Aluno-536;Ametista;7,8;4;8,3;9,1;8,1;5,5;7,4;10;7,2
2024;Aluno-542;Ágata;6,7;5;8,8;6,5;8,1;3,9;6,2;10;7
2024;Aluno-559;Ágata;6,2;5;10;5,7;8,1;3,2;4,7;10;6,2
2024;Aluno-568;Quartzo;5,5;5;7,9;3,3;8,1;5,2;5,5;5;6,6
2024;Aluno-503;Topázio;8,5;4;9,6;9,8;7,5;7,7;7,8;10;7,8
2024;Aluno-500;Topázio;8,1;4;9,6;10;2,5;6,7;8,4;10;8,6
2024;Aluno-509;Ágata;6,9;4;9,2;6,4;2,5;6;7,2;10;8,3
2024;Aluno-340;Ágata;6,7;4;7,9;6,6;7,5;5,2;5,8;10;6,6
2024;Aluno-360;Ágata;6,3;3;8,3;5,6;5;5,8;7;5;7,7
2024;Aluno-493;Ametista;7,5;4;10;8,9;10;3,2;6,7;10;7
2024;Aluno-534;Ametista;7,1;3;9,6;6;7,5;5;7,1;10;7,5
2024;Aluno-528;Ametista;7,3;3;9,2;5,8;7,5;6,7;6,9;10;7,3
2024;Aluno-578;Topázio;9,1;3;10;10;2,5;9,8;9,4;10;9,6
2024;Aluno-524;Ametista;7;3;7,1;5,1;2,5;8,7;7,4;10;8,3
2024;Aluno-530;Ametista;7,2;3;8,8;6,5;9,4;4,5;7,5;10;7,1
2024;Aluno-517;Quartzo;5,9;3;7,5;5,3;2,5;5;6,1;10;6
2024;Aluno-479;Topázio;8,9;3;9,2;9,9;2,5;9,7;9,4;10;9,4
2024;Aluno-513;Topázio;8,7;4;10;8,8;8,1;7,7;8,5;10;9,1
2024;Aluno-331;Ágata;6,2;4;8,8;7,7;8,8;3,5;5,6;5;6,1
2024;Aluno-516;Topázio;8,4;3;10;10;2,5;8,8;7,6;10;8,5
2024;Aluno-714;Quartzo;5,5;4;4,0;6,9;6,3;4;7;5;7,7
2024;Aluno-713;Ametista;7,5;4;8;7,5;7,5;6,8;6,8;10;7
2024;Aluno-570;Ágata;6,8;4;8;8;5,6;6,8;6,4;5;7,2
2024;Aluno-768;Ametista;7;2;9;8;6,3;5,5;7,5;5;8,1
2024;Aluno-763;Ágata;7;2;9;8,9;6,3;5,2;6,8;5;7,7
2024;Aluno-767;Topázio;8,1;2;9,5;9;7,5;8,2;8,1;5;8,5
2024;Aluno-601;Topázio;8,5;2;9,5;10;7,5;8,8;8,4;5;8,8
2024;Aluno-748;Topázio;8,2;2;9,5;10;7,5;7,8;8;5;8,8
2024;Aluno-719;Ametista;7,1;4;10;7,3;7,5;6,5;6,7;5;7,5
2024;Aluno-672;Quartzo;4,2;3;7,9;4;6,3;0;4,5;5;6
2024;Aluno-750;Quartzo;4,5;3;6,2;5,9;4,4;3,8;3,2;5;4,1
2024;Aluno-810;Ametista;7,7;4;7,5;9,5;5,6;9;7,8;5;6,5
2023;Aluno-1274;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1271;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-25;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1270;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1269;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-88;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-23;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-6;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1268;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2023;Aluno-1272;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2024;Aluno-805;Ágata;6,9;4;8,5;9,5;4,4;6;6,7;5;7
